Program,Date,DateCombined,Year,Period,Week Ending,Geo Level,State,State ANSI,Ag District,Ag District Code,County,County ANSI,Zip Code,Region,watershed_code,Watershed,Commodity,Data Item,Domain,Domain Category,Value,CV (%)
SURVEY,01/15/2021,2021-JAN-15,2021,JAN,,STATE,OKLAHOMA,40,,,,,,,0,,CATTLE,"CATTLE, GE 500 LBS, SLAUGHTER, COMMERCIAL - SLAUGHTERED, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,4900,
SURVEY,01/15/2021,2021-JAN-15,2021,JAN,,STATE,OREGON,41,,,,,,,0,,CATTLE,"CATTLE, GE 500 LBS, SLAUGHTER, COMMERCIAL - SLAUGHTERED, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,1600,
SURVEY,01/15/2021,2021-JAN-15,2021,JAN,,STATE,PENNSYLVANIA,42,,,,,,,0,,CATTLE,"CATTLE, GE 500 LBS, SLAUGHTER, COMMERCIAL - SLAUGHTERED, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,84800,
SURVEY,01/15/2021,2021-JAN-15,2021,JAN,,STATE,SOUTH CAROLINA,45,,,,,,,0,,CATTLE,"CATTLE, GE 500 LBS, SLAUGHTER, COMMERCIAL - SLAUGHTERED, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,22800,
SURVEY,01/15/2021,2021-JAN-15,2021,JAN,,STATE,SOUTH DAKOTA,46,,,,,,,0,,CATTLE,"CATTLE, GE 500 LBS, SLAUGHTER, COMMERCIAL - SLAUGHTERED, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,43200,
SURVEY,01/15/2021,2021-JAN-15,2021,JAN,,STATE,TENNESSEE,47,,,,,,,0,,CATTLE,"CATTLE, GE 500 LBS, SLAUGHTER, COMMERCIAL - SLAUGHTERED, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,3200,
SURVEY,01/15/2021,2021-JAN-15,2021,JAN,,STATE,TEXAS,48,,,,,,,0,,CATTLE,"CATTLE, GE 500 LBS, SLAUGHTER, COMMERCIAL - SLAUGHTERED, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,485000,
SURVEY,01/15/2021,2021-JAN-15,2021,JAN,,STATE,UTAH,49,,,,,,,0,,CATTLE,"CATTLE, GE 500 LBS, SLAUGHTER, COMMERCIAL - SLAUGHTERED, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,54100,
SURVEY,01/15/2021,2021-JAN-15,2021,JAN,,STATE,VIRGINIA,51,,,,,,,0,,CATTLE,"CATTLE, GE 500 LBS, SLAUGHTER, COMMERCIAL - SLAUGHTERED, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,1700,
SURVEY,01/15/2021,2021-JAN-15,2021,JAN,,STATE,WASHINGTON,53,,,,,,,0,,CATTLE,"CATTLE, GE 500 LBS, SLAUGHTER, COMMERCIAL - SLAUGHTERED, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,89400,
SURVEY,01/15/2021,2021-JAN-15,2021,JAN,,STATE,WEST VIRGINIA,54,,,,,,,0,,CATTLE,"CATTLE, GE 500 LBS, SLAUGHTER, COMMERCIAL - SLAUGHTERED, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,1600,
SURVEY,01/15/2021,2021-JAN-15,2021,JAN,,STATE,WISCONSIN,55,,,,,,,0,,CATTLE,"CATTLE, GE 500 LBS, SLAUGHTER, COMMERCIAL - SLAUGHTERED, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,118600,
SURVEY,01/15/2021,2021-JAN-15,2021,JAN,,STATE,WYOMING,56,,,,,,,0,,CATTLE,"CATTLE, GE 500 LBS, SLAUGHTER, COMMERCIAL - SLAUGHTERED, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,1000,
SURVEY,02/15/2021,2021-FEB-15,2021,FEB,,STATE,ALABAMA,1,,,,,,,0,,CATTLE,"CATTLE, GE 500 LBS, SLAUGHTER, COMMERCIAL - SLAUGHTERED, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,800,
SURVEY,02/15/2021,2021-FEB-15,2021,FEB,,STATE,ALASKA,2,,,,,,,0,,CATTLE,"CATTLE, GE 500 LBS, SLAUGHTER, COMMERCIAL - SLAUGHTERED, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,100,
SURVEY,02/15/2021,2021-FEB-15,2021,FEB,,STATE,ARIZONA,4,,,,,,,0,,CATTLE,"CATTLE, GE 500 LBS, SLAUGHTER, COMMERCIAL - SLAUGHTERED, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,48800,
SURVEY,02/15/2021,2021-FEB-15,2021,FEB,,STATE,ARKANSAS,5,,,,,,,0,,CATTLE,"CATTLE, GE 500 LBS, SLAUGHTER, COMMERCIAL - SLAUGHTERED, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,800,
SURVEY,02/15/2021,2021-FEB-15,2021,FEB,,STATE,CALIFORNIA,6,,,,,,,0,,CATTLE,"CATTLE, GE 500 LBS, SLAUGHTER, COMMERCIAL - SLAUGHTERED, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,130000,
SURVEY,02/15/2021,2021-FEB-15,2021,FEB,,STATE,COLORADO,8,,,,,,,0,,CATTLE,"CATTLE, GE 500 LBS, SLAUGHTER, COMMERCIAL - SLAUGHTERED, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,185000,
SURVEY,02/15/2021,2021-FEB-15,2021,FEB,,STATE,FLORIDA,12,,,,,,,0,,CATTLE,"CATTLE, GE 500 LBS, SLAUGHTER, COMMERCIAL - SLAUGHTERED, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,6900,
SURVEY,02/15/2021,2021-FEB-15,2021,FEB,,STATE,GEORGIA,13,,,,,,,0,,CATTLE,"CATTLE, GE 500 LBS, SLAUGHTER, COMMERCIAL - SLAUGHTERED, MEASURED IN HEAD",TOTAL,NOT SPECIFIED, (D),
SURVEY,02/15/2021,2021-FEB-15,2021,FEB,,STATE,HAWAII,15,,,,,,,0,,CATTLE,"CATTLE, GE 500 LBS, SLAUGHTER, COMMERCIAL - SLAUGHTERED, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,1100,
SURVEY,02/15/2021,2021-FEB-15,2021,FEB,,STATE,IDAHO,16,,,,,,,0,,CATTLE,"CATTLE, GE 500 LBS, SLAUGHTER, COMMERCIAL - SLAUGHTERED, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,40400,
SURVEY,02/15/2021,2021-FEB-15,2021,FEB,,STATE,ILLINOIS,17,,,,,,,0,,CATTLE,"CATTLE, GE 500 LBS, SLAUGHTER, COMMERCIAL - SLAUGHTERED, MEASURED IN HEAD",TOTAL,NOT SPECIFIED, (D),
SURVEY,02/15/2021,2021-FEB-15,2021,FEB,,STATE,INDIANA,18,,,,,,,0,,CATTLE,"CATTLE, GE 500 LBS, SLAUGHTER, COMMERCIAL - SLAUGHTERED, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,4100,
SURVEY,02/15/2021,2021-FEB-15,2021,FEB,,STATE,IOWA,19,,,,,,,0,,CATTLE,"CATTLE, GE 500 LBS, SLAUGHTER, COMMERCIAL - SLAUGHTERED, MEASURED IN HEAD",TOTAL,NOT SPECIFIED, (D),
SURVEY,02/15/2021,2021-FEB-15,2021,FEB,,STATE,KANSAS,20,,,,,,,0,,CATTLE,"CATTLE, GE 500 LBS, SLAUGHTER, COMMERCIAL - SLAUGHTERED, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,483000,
SURVEY,02/15/2021,2021-FEB-15,2021,FEB,,STATE,KENTUCKY,21,,,,,,,0,,CATTLE,"CATTLE, GE 500 LBS, SLAUGHTER, COMMERCIAL - SLAUGHTERED, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,3700,
SURVEY,02/15/2021,2021-FEB-15,2021,FEB,,STATE,LOUISIANA,22,,,,,,,0,,CATTLE,"CATTLE, GE 500 LBS, SLAUGHTER, COMMERCIAL - SLAUGHTERED, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,400,
SURVEY,02/15/2021,2021-FEB-15,2021,FEB,,STATE,MARYLAND,24,,,,,,,0,,CATTLE,"CATTLE, GE 500 LBS, SLAUGHTER, COMMERCIAL - SLAUGHTERED, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,2800,
SURVEY,02/15/2021,2021-FEB-15,2021,FEB,,STATE,MICHIGAN,26,,,,,,,0,,CATTLE,"CATTLE, GE 500 LBS, SLAUGHTER, COMMERCIAL - SLAUGHTERED, MEASURED IN HEAD",TOTAL,NOT SPECIFIED, (D),
SURVEY,02/15/2021,2021-FEB-15,2021,FEB,,STATE,MINNESOTA,27,,,,,,,0,,CATTLE,"CATTLE, GE 500 LBS, SLAUGHTER, COMMERCIAL - SLAUGHTERED, MEASURED IN HEAD",TOTAL,NOT SPECIFIED, (D),
SURVEY,02/15/2021,2021-FEB-15,2021,FEB,,STATE,MISSISSIPPI,28,,,,,,,0,,CATTLE,"CATTLE, GE 500 LBS, SLAUGHTER, COMMERCIAL - SLAUGHTERED, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,400,
SURVEY,02/15/2021,2021-FEB-15,2021,FEB,,STATE,MISSOURI,29,,,,,,,0,,CATTLE,"CATTLE, GE 500 LBS, SLAUGHTER, COMMERCIAL - SLAUGHTERED, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,6000,
SURVEY,02/15/2021,2021-FEB-15,2021,FEB,,STATE,MONTANA,30,,,,,,,0,,CATTLE,"CATTLE, GE 500 LBS, SLAUGHTER, COMMERCIAL - SLAUGHTERED, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,1400,
SURVEY,02/15/2021,2021-FEB-15,2021,FEB,,STATE,NEBRASKA,31,,,,,,,0,,CATTLE,"CATTLE, GE 500 LBS, SLAUGHTER, COMMERCIAL - SLAUGHTERED, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,549800,
SURVEY,02/15/2021,2021-FEB-15,2021,FEB,,STATE,NEVADA,32,,,,,,,0,,CATTLE,"CATTLE, GE 500 LBS, SLAUGHTER, COMMERCIAL - SLAUGHTERED, MEASURED IN HEAD",TOTAL,NOT SPECIFIED, (D),
SURVEY,02/15/2021,2021-FEB-15,2021,FEB,,STATE,NEW HAMPSHIRE,33,,,,,,,0,,CATTLE,"CATTLE, GE 500 LBS, SLAUGHTER, COMMERCIAL - SLAUGHTERED, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,2800,
SURVEY,02/15/2021,2021-FEB-15,2021,FEB,,STATE,NEW JERSEY,34,,,,,,,0,,CATTLE,"CATTLE, GE 500 LBS, SLAUGHTER, COMMERCIAL - SLAUGHTERED, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,3500,
SURVEY,02/15/2021,2021-FEB-15,2021,FEB,,STATE,NEW MEXICO,35,,,,,,,0,,CATTLE,"CATTLE, GE 500 LBS, SLAUGHTER, COMMERCIAL - SLAUGHTERED, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,500,
SURVEY,02/15/2021,2021-FEB-15,2021,FEB,,STATE,NEW YORK,36,,,,,,,0,,CATTLE,"CATTLE, GE 500 LBS, SLAUGHTER, COMMERCIAL - SLAUGHTERED, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,3200,
SURVEY,02/15/2021,2021-FEB-15,2021,FEB,,STATE,NORTH CAROLINA,37,,,,,,,0,,CATTLE,"CATTLE, GE 500 LBS, SLAUGHTER, COMMERCIAL - SLAUGHTERED, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,6500,
SURVEY,02/15/2021,2021-FEB-15,2021,FEB,,STATE,NORTH DAKOTA,38,,,,,,,0,,CATTLE,"CATTLE, GE 500 LBS, SLAUGHTER, COMMERCIAL - SLAUGHTERED, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,1000,
SURVEY,02/15/2021,2021-FEB-15,2021,FEB,,STATE,OHIO,39,,,,,,,0,,CATTLE,"CATTLE, GE 500 LBS, SLAUGHTER, COMMERCIAL - SLAUGHTERED, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,6800,
SURVEY,02/15/2021,2021-FEB-15,2021,FEB,,STATE,OKLAHOMA,40,,,,,,,0,,CATTLE,"CATTLE, GE 500 LBS, SLAUGHTER, COMMERCIAL - SLAUGHTERED, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,3500,
SURVEY,02/15/2021,2021-FEB-15,2021,FEB,,STATE,OREGON,41,,,,,,,0,,CATTLE,"CATTLE, GE 500 LBS, SLAUGHTER, COMMERCIAL - SLAUGHTERED, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,1600,
SURVEY,02/15/2021,2021-FEB-15,2021,FEB,,STATE,PENNSYLVANIA,42,,,,,,,0,,CATTLE,"CATTLE, GE 500 LBS, SLAUGHTER, COMMERCIAL - SLAUGHTERED, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,73900,
SURVEY,02/15/2021,2021-FEB-15,2021,FEB,,STATE,SOUTH CAROLINA,45,,,,,,,0,,CATTLE,"CATTLE, GE 500 LBS, SLAUGHTER, COMMERCIAL - SLAUGHTERED, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,20800,
SURVEY,02/15/2021,2021-FEB-15,2021,FEB,,STATE,SOUTH DAKOTA,46,,,,,,,0,,CATTLE,"CATTLE, GE 500 LBS, SLAUGHTER, COMMERCIAL - SLAUGHTERED, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,41700,
SURVEY,02/15/2021,2021-FEB-15,2021,FEB,,STATE,TENNESSEE,47,,,,,,,0,,CATTLE,"CATTLE, GE 500 LBS, SLAUGHTER, COMMERCIAL - SLAUGHTERED, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,3100,
SURVEY,02/15/2021,2021-FEB-15,2021,FEB,,STATE,TEXAS,48,,,,,,,0,,CATTLE,"CATTLE, GE 500 LBS, SLAUGHTER, COMMERCIAL - SLAUGHTERED, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,412100,
SURVEY,02/15/2021,2021-FEB-15,2021,FEB,,STATE,UTAH,49,,,,,,,0,,CATTLE,"CATTLE, GE 500 LBS, SLAUGHTER, COMMERCIAL - SLAUGHTERED, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,56800,
SURVEY,02/15/2021,2021-FEB-15,2021,FEB,,STATE,VIRGINIA,51,,,,,,,0,,CATTLE,"CATTLE, GE 500 LBS, SLAUGHTER, COMMERCIAL - SLAUGHTERED, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,1800,
SURVEY,02/15/2021,2021-FEB-15,2021,FEB,,STATE,WASHINGTON,53,,,,,,,0,,CATTLE,"CATTLE, GE 500 LBS, SLAUGHTER, COMMERCIAL - SLAUGHTERED, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,84900,
SURVEY,02/15/2021,2021-FEB-15,2021,FEB,,STATE,WEST VIRGINIA,54,,,,,,,0,,CATTLE,"CATTLE, GE 500 LBS, SLAUGHTER, COMMERCIAL - SLAUGHTERED, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,1200,
SURVEY,02/15/2021,2021-FEB-15,2021,FEB,,STATE,WISCONSIN,55,,,,,,,0,,CATTLE,"CATTLE, GE 500 LBS, SLAUGHTER, COMMERCIAL - SLAUGHTERED, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,106800,
SURVEY,02/15/2021,2021-FEB-15,2021,FEB,,STATE,WYOMING,56,,,,,,,0,,CATTLE,"CATTLE, GE 500 LBS, SLAUGHTER, COMMERCIAL - SLAUGHTERED, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,1000,
SURVEY,03/15/2021,2021-MAR-15,2021,MAR,,STATE,ALABAMA,1,,,,,,,0,,CATTLE,"CATTLE, GE 500 LBS, SLAUGHTER, COMMERCIAL - SLAUGHTERED, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,1300,
SURVEY,03/15/2021,2021-MAR-15,2021,MAR,,STATE,ALASKA,2,,,,,,,0,,CATTLE,"CATTLE, GE 500 LBS, SLAUGHTER, COMMERCIAL - SLAUGHTERED, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,100,
SURVEY,03/15/2021,2021-MAR-15,2021,MAR,,STATE,ARIZONA,4,,,,,,,0,,CATTLE,"CATTLE, GE 500 LBS, SLAUGHTER, COMMERCIAL - SLAUGHTERED, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,50900,
SURVEY,03/15/2021,2021-MAR-15,2021,MAR,,STATE,ARKANSAS,5,,,,,,,0,,CATTLE,"CATTLE, GE 500 LBS, SLAUGHTER, COMMERCIAL - SLAUGHTERED, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,800,
SURVEY,03/15/2021,2021-MAR-15,2021,MAR,,STATE,CALIFORNIA,6,,,,,,,0,,CATTLE,"CATTLE, GE 500 LBS, SLAUGHTER, COMMERCIAL - SLAUGHTERED, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,147700,
SURVEY,03/15/2021,2021-MAR-15,2021,MAR,,STATE,COLORADO,8,,,,,,,0,,CATTLE,"CATTLE, GE 500 LBS, SLAUGHTER, COMMERCIAL - SLAUGHTERED, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,192400,
SURVEY,03/15/2021,2021-MAR-15,2021,MAR,,STATE,FLORIDA,12,,,,,,,0,,CATTLE,"CATTLE, GE 500 LBS, SLAUGHTER, COMMERCIAL - SLAUGHTERED, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,8700,
SURVEY,03/15/2021,2021-MAR-15,2021,MAR,,STATE,GEORGIA,13,,,,,,,0,,CATTLE,"CATTLE, GE 500 LBS, SLAUGHTER, COMMERCIAL - SLAUGHTERED, MEASURED IN HEAD",TOTAL,NOT SPECIFIED, (D),
SURVEY,03/15/2021,2021-MAR-15,2021,MAR,,STATE,HAWAII,15,,,,,,,0,,CATTLE,"CATTLE, GE 500 LBS, SLAUGHTER, COMMERCIAL - SLAUGHTERED, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,1200,
SURVEY,03/15/2021,2021-MAR-15,2021,MAR,,STATE,IDAHO,16,,,,,,,0,,CATTLE,"CATTLE, GE 500 LBS, SLAUGHTER, COMMERCIAL - SLAUGHTERED, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,44600,
SURVEY,03/15/2021,2021-MAR-15,2021,MAR,,STATE,ILLINOIS,17,,,,,,,0,,CATTLE,"CATTLE, GE 500 LBS, SLAUGHTER, COMMERCIAL - SLAUGHTERED, MEASURED IN HEAD",TOTAL,NOT SPECIFIED, (D),
SURVEY,03/15/2021,2021-MAR-15,2021,MAR,,STATE,INDIANA,18,,,,,,,0,,CATTLE,"CATTLE, GE 500 LBS, SLAUGHTER, COMMERCIAL - SLAUGHTERED, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,4900,
SURVEY,03/15/2021,2021-MAR-15,2021,MAR,,STATE,IOWA,19,,,,,,,0,,CATTLE,"CATTLE, GE 500 LBS, SLAUGHTER, COMMERCIAL - SLAUGHTERED, MEASURED IN HEAD",TOTAL,NOT SPECIFIED, (D),
